Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
5.81793E-12,0.000000001,0.000000002,0.999102692,0,0
7.36347E-12,0.000000003,0.000000003,0.99890329,0,0
2.10956E-11,0.000000011,0.000000008,0.998305085,0,0
4.22668E-11,0.000000029,0.000000016,0.997706879,0,0
4.4959E-10,0.000000143,0.000000174,0.997208375,0,0
8.81542E-10,0.000000278,0.000000342,0.997008973,0,0
2.72711E-9,0.000001249,0.000001057,0.996510469,0,0
3.1666E-9,0.000002748,0.000001227,0.996011964,0,0
6.12952E-9,0.000010271,0.000002375,0.994317049,0,0
1.11621E-8,0.000025801,0.000004326,0.992522433,0,0
1.7699E-8,0.000050392,0.000006859,0.990827517,0,0
2.41456E-8,0.000101816,0.000009357,0.988334995,0,0
3.9149E-8,0.000251607,0.000015172,0.983649053,0,0
5.3009E-8,0.000502904,0.000020543,0.978165503,0,0
7.62031E-8,0.001002804,0.000029531,0.970488534,0,0
1.16785E-7,0.002503541,0.000045258,0.955034895,0,0
1.59814E-7,0.005011005,0.000061932,0.937088734,0,0
2.12332E-7,0.010005513,0.000082284,0.910069791,0,0
3.44624E-7,0.025013917,0.000133547,0.856331007,0,0
5.02062E-7,0.050037219,0.00019455,0.797108674,0,0
7.40231E-7,0.100038,0.000286828,0.717048853,0,0
1.20529E-6,0.200080305,0.00046699,0.611764706,0,0
1.67111E-6,0.300084392,0.000647412,0.541874377,0,0
2.09578E-6,0.400022558,0.000811867,0.4888335,0,0
2.57133E-6,0.500210222,0.000995994,0.445762712,0,0
3.16115E-6,0.600018393,0.00122432,0.410967099,0,0
3.72324E-6,0.700094088,0.001441864,0.381754736,0,0
4.0454E-6,0.750200282,0.001566525,0.36889332,0,0
4.38888E-6,0.800109756,0.00169942,0.357128614,0,0
4.96664E-6,0.900267425,0.001922919,0.335692921,0,0
5.639E-6,1.000310963,0.00218295,0.316949153,0,0
6.1937E-6,1.100258739,0.002397425,0.300099701,0,0
6.73179E-6,1.200497693,0.002605438,0.284646062,0,0
7.28434E-6,1.300053835,0.002818992,0.270488534,0,0
7.93706E-6,1.400496725,0.0030712,0.257328016,0,0
8.52745E-6,1.500209362,0.003299273,0.245264207,0,0
1.01725E-5,1.75054036,0.003934502,0.218544367,0,0
1.20237E-5,2.000644852,0.004648841,0.195912263,0,0.033333333
1.38448E-5,2.250801958,0.00535103,0.176769691,0,0.033333333
1.61012E-5,2.500854182,0.00622043,0.160119641,0,0.033333333
1.87383E-5,2.750196967,0.007235533,0.145762712,0,0.033333333
